"MinDate","observationPeriods","NumPlaces","StatVar","ScalingFactors","MeasurementMethods","Units"
"2014","[]","853","Count_Student_JuvenileJusticeFacility_NonIDEA_Female_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_Male_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_LimitedEnglishProficiency_Female_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Male_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","96652","Count_Student_IDEA_Female_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","18958","Count_Student_NonIDEA_LimitedEnglishProficiency_Female_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2014","[]","851","Count_Student_JuvenileJusticeFacility_Section504Plan_MechanicalRestraint","[]","[]","[]"
"2014","[]","104577","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_Seclusion","[]","[]","[]"
"2014","[]","103477","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_NativeHawaiianOrOtherPacificIslanderAlone_PhysicalRestraint","[]","[]","[]"
"2014","[]","864","Count_Student_JuvenileJusticeFacility_IDEA_LimitedEnglishProficiency_Male_Seclusion","[]","[]","[]"
"2014","[]","847","Count_Student_JuvenileJusticeFacility_NonIDEA_Male_MechanicalRestraint","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Male_BlackOrAfricanAmericanAlone_Seclusion","[]","[]","[]"
"2014","[]","855","Count_Student_JuvenileJusticeFacility_IDEA_Male_HispanicOrLatino_Seclusion","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_Male_White_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Female_BlackOrAfricanAmericanAlone_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_Male_White_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","18958","Count_Student_IDEA_LimitedEnglishProficiency_Female_PhysicalRestraint_SchoolGrade7","[]","[]","[]"
"2010","[]","96653","Count_Student_NonIDEA_Female_HispanicOrLatino_Seclusion_SchoolGrade7","[]","[]","[]"
"2010","[]","53204","Count_Student_Section504Plan_Female_Seclusion_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_IDEA_LimitedEnglishProficiency_Female_PhysicalRestraint_SchoolGrade5","[]","[]","[]"
"2010","[]","53204","Count_Student_NonIDEA_Female_HispanicOrLatino_Seclusion_SchoolGrade5","[]","[]","[]"
"2014","[]","103405","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Female_AmericanIndianOrAlaskaNative_PhysicalRestraint","[]","[]","[]"
"2014","[]","854","Count_Student_JuvenileJusticeFacility_IDEA_Female_MechanicalRestraint","[]","[]","[]"
"2014","[]","103519","Count_Student_NotJuvenileJusticeFacility_IDEA_Female_HispanicOrLatino_MechanicalRestraint","[]","[]","[]"
"2010","[]","96652","Count_Student_Section504Plan_Female_Seclusion_SchoolGrade7","[]","[]","[]"
"2014","[]","104558","Count_Student_NotJuvenileJusticeFacility_NonIDEA_Male_NativeHawaiianOrOtherPacificIslanderAlone_Seclusion","[]","[]","[]"
